target,source,year,size,count,date
Denmark,United Kingdom,1997,1094.869,8,31/12/1997
Denmark,United Kingdom,1998,72.863,6,31/12/1998
Denmark,United Kingdom,1999,1454.144,3,31/12/1999
Denmark,United Kingdom,2000,51.476,5,31/12/2000
Denmark,United Kingdom,2001,59.007,6,31/12/2001
Denmark,United Kingdom,2002,361.191,3,31/12/2002
Denmark,United Kingdom,2003,168.907,3,31/12/2003
Denmark,United Kingdom,2004,108.966,4,31/12/2004
Denmark,United Kingdom,2005,77.393,2,31/12/2005
Denmark,United Kingdom,2006,2542.452,4,31/12/2006
Denmark,United Kingdom,2007,308.576,6,31/12/2007
Denmark,United Kingdom,2008,4376.727,5,31/12/2008
Denmark,United Kingdom,2009,29.798,2,31/12/2009
Denmark,United Kingdom,2010,653.306,7,31/12/2010
Denmark,United Kingdom,2011,8149.111,2,31/12/2011
Denmark,United Kingdom,2012,470,1,31/12/2012
Denmark,United Kingdom,2013,40.945,2,31/12/2013
Denmark,United Kingdom,2014,37.366,3,31/12/2014
Egypt,United Kingdom,1989,69.311,1,31/12/1989
Egypt,United Kingdom,1990,16.815,1,31/12/1990
Egypt,United Kingdom,1998,209.983,3,31/12/1998
Egypt,United Kingdom,1999,6.42,2,31/12/1999
Egypt,United Kingdom,2000,165.352,2,31/12/2000
Egypt,United Kingdom,2001,8.693,1,31/12/2001
Egypt,United Kingdom,2004,235,1,31/12/2004
Egypt,United Kingdom,2006,500.248,3,31/12/2006
Egypt,United Kingdom,2007,60.5,1,31/12/2007
Egypt,United Kingdom,2008,210,1,31/12/2008
Egypt,United Kingdom,2009,1.637,1,31/12/2009
Egypt,United Kingdom,2013,20.5,1,31/12/2013
Egypt,United Kingdom,2014,54.545,1,31/12/2014
El Salvador,United Kingdom,2007,0.175,1,31/12/2007
Estonia,United Kingdom,2007,4.311,1,31/12/2007
Estonia,United Kingdom,2014,36.285,1,31/12/2014
Ethiopia,United Kingdom,2006,3.59,1,31/12/2006
Ethiopia,United Kingdom,2008,4.974,1,31/12/2008
Ethiopia,United Kingdom,2011,255.638,2,31/12/2011
Finland,United Kingdom,1989,5.975,1,31/12/1989
Finland,United Kingdom,1992,55.167,1,31/12/1992
Finland,United Kingdom,1994,0.451,2,31/12/1994
Finland,United Kingdom,1995,64.308,3,31/12/1995
Finland,United Kingdom,1996,0.012,1,31/12/1996
Finland,United Kingdom,1997,1.836,1,31/12/1997
Finland,United Kingdom,1998,97.612,2,31/12/1998
Finland,United Kingdom,1999,18.341,2,31/12/1999
Finland,United Kingdom,2000,204.2,3,31/12/2000
Finland,United Kingdom,2001,55.113,4,31/12/2001
Finland,United Kingdom,2002,9.095,2,31/12/2002
Finland,United Kingdom,2004,722.705,6,31/12/2004
Finland,United Kingdom,2005,259.713,3,31/12/2005
Finland,United Kingdom,2006,961.771,8,31/12/2006
Finland,United Kingdom,2007,912.332,6,31/12/2007
Finland,United Kingdom,2008,870.081,6,31/12/2008
Finland,United Kingdom,2011,61.574,2,31/12/2011
Finland,United Kingdom,2012,49.346,5,31/12/2012
Finland,United Kingdom,2013,93.315,4,31/12/2013
Finland,United Kingdom,2014,6301.029,2,31/12/2014
France,United Kingdom,1986,25.205,5,31/12/1986
France,United Kingdom,1987,207.65,10,31/12/1987
France,United Kingdom,1988,687.208,34,31/12/1988
France,United Kingdom,1989,657.29,45,31/12/1989
France,United Kingdom,1990,2228.846,33,31/12/1990
France,United Kingdom,1991,584.922,19,31/12/1991
France,United Kingdom,1992,1092.985,23,31/12/1992
France,United Kingdom,1993,5383.644,20,31/12/1993
France,United Kingdom,1994,3240.07,36,31/12/1994
France,United Kingdom,1995,1655.733,31,31/12/1995
France,United Kingdom,1996,2118.328,25,31/12/1996
France,United Kingdom,1997,2586.418,53,31/12/1997
France,United Kingdom,1998,6023.498,44,31/12/1998
France,United Kingdom,1999,2082.808,31,31/12/1999
France,United Kingdom,2000,3202.289,51,31/12/2000
France,United Kingdom,2001,1722.803,29,31/12/2001
France,United Kingdom,2002,769.137,19,31/12/2002
France,United Kingdom,2003,3441.54,23,31/12/2003
France,United Kingdom,2004,2195.681,22,31/12/2004
France,United Kingdom,2005,1778.849,29,31/12/2005
France,United Kingdom,2006,2331.476,32,31/12/2006
France,United Kingdom,2007,3628.96,28,31/12/2007
France,United Kingdom,2008,754.813,8,31/12/2008
France,United Kingdom,2009,617.548,8,31/12/2009
France,United Kingdom,2010,804.176,10,31/12/2010
France,United Kingdom,2011,726.986,10,31/12/2011
France,United Kingdom,2012,892.276,10,31/12/2012
France,United Kingdom,2013,126.763,5,31/12/2013
France,United Kingdom,2014,2811.725,8,31/12/2014
Gabon,United Kingdom,2004,64.519,1,31/12/2004
Georgia,United Kingdom,2000,1.493,1,31/12/2000
Georgia,United Kingdom,2004,12.48,1,31/12/2004
Georgia,United Kingdom,2007,366.857,1,31/12/2007
Georgia,United Kingdom,2014,45.41,1,31/12/2014
Germany,United Kingdom,1985,5,1,31/12/1985
Germany,United Kingdom,1986,1.041,1,31/12/1986
Germany,United Kingdom,1987,427.955,10,31/12/1987
Germany,United Kingdom,1988,382.314,20,31/12/1988
Germany,United Kingdom,1989,497.666,34,31/12/1989
Germany,United Kingdom,1990,996.473,23,31/12/1990
Germany,United Kingdom,1991,248.702,22,31/12/1991
Germany,United Kingdom,1992,955.579,10,31/12/1992
Germany,United Kingdom,1993,824.507,22,31/12/1993
Germany,United Kingdom,1994,819.574,20,31/12/1994
Germany,United Kingdom,1995,1010.11,30,31/12/1995
Germany,United Kingdom,1996,638.514,28,31/12/1996
Germany,United Kingdom,1997,2255.447,28,31/12/1997
Germany,United Kingdom,1998,2151.717,37,31/12/1998
Germany,United Kingdom,1999,1990.382,32,31/12/1999
Germany,United Kingdom,2000,17403.36,35,31/12/2000
Germany,United Kingdom,2001,5711.675,30,31/12/2001
Germany,United Kingdom,2002,5743.713,18,31/12/2002
Germany,United Kingdom,2003,553.02,19,31/12/2003
Germany,United Kingdom,2004,1441.89,21,31/12/2004
Germany,United Kingdom,2005,1423.77,31,31/12/2005
Germany,United Kingdom,2006,6422.811,47,31/12/2006
Germany,United Kingdom,2007,6511.429,49,31/12/2007
Germany,United Kingdom,2008,3215.87,22,31/12/2008
Germany,United Kingdom,2009,583.724,11,31/12/2009
Germany,United Kingdom,2010,1055.935,12,31/12/2010
Germany,United Kingdom,2011,1514.518,29,31/12/2011
Germany,United Kingdom,2012,693.57,9,31/12/2012
Germany,United Kingdom,2013,125.658,6,31/12/2013
Germany,United Kingdom,2014,10356.55,16,31/12/2014
Ghana,United Kingdom,2000,27.05,1,31/12/2000
Ghana,United Kingdom,2003,1503.907,1,31/12/2003
Ghana,United Kingdom,2007,1.569,1,31/12/2007
Ghana,United Kingdom,2014,50,1,31/12/2014
Greece,United Kingdom,1991,39.691,2,31/12/1991
Greece,United Kingdom,1998,21.216,1,31/12/1998
Greece,United Kingdom,2000,1.398,1,31/12/2000
Greece,United Kingdom,2001,41.08,2,31/12/2001
Greece,United Kingdom,2003,12.772,2,31/12/2003
Greece,United Kingdom,2004,66.505,1,31/12/2004
Greece,United Kingdom,2005,1.326,1,31/12/2005
Greece,United Kingdom,2006,76.416,1,31/12/2006
Greece,United Kingdom,2008,75.907,1,31/12/2008
Greece,United Kingdom,2010,5.903,1,31/12/2010
Greece,United Kingdom,2012,26.771,1,31/12/2012
Greece,United Kingdom,2013,0.882,1,31/12/2013
Greece,United Kingdom,2014,291.466,4,31/12/2014
Guatemala,United Kingdom,2008,100.358,1,31/12/2008
Guinea,United Kingdom,2013,0.6,1,31/12/2013
Honduras,United Kingdom,1991,19.1,2,31/12/1991
Honduras,United Kingdom,2000,314,1,31/12/2000
Honduras,United Kingdom,2001,537,1,31/12/2001
Hungary,United Kingdom,1989,18.876,1,31/12/1989
Hungary,United Kingdom,1995,2.044,1,31/12/1995
Hungary,United Kingdom,1998,27.613,2,31/12/1998
Hungary,United Kingdom,1999,78.434,3,31/12/1999
Hungary,United Kingdom,2000,94.207,2,31/12/2000
Hungary,United Kingdom,2001,1.963,2,31/12/2001
Hungary,United Kingdom,2002,0.323,1,31/12/2002
Hungary,United Kingdom,2003,419.64,1,31/12/2003
Hungary,United Kingdom,2004,22.7,1,31/12/2004
Hungary,United Kingdom,2005,45.64,4,31/12/2005
Hungary,United Kingdom,2006,126.291,4,31/12/2006
Hungary,United Kingdom,2008,51.75,1,31/12/2008
Iceland,United Kingdom,1996,3.488,1,31/12/1996
Iceland,United Kingdom,2005,2.629,1,31/12/2005
Iceland,United Kingdom,2014,531.201,2,31/12/2014
India,United Kingdom,1992,13.162,1,31/12/1992
India,United Kingdom,1993,71.335,9,31/12/1993
India,United Kingdom,1994,6.662,2,31/12/1994
India,United Kingdom,1995,76.603,5,31/12/1995
India,United Kingdom,1996,1200.822,3,31/12/1996
India,United Kingdom,1997,447.367,2,31/12/1997
India,United Kingdom,1998,68.766,5,31/12/1998
India,United Kingdom,1999,331.822,4,31/12/1999
India,United Kingdom,2000,39.49,5,31/12/2000
India,United Kingdom,2001,453.826,10,31/12/2001
India,United Kingdom,2002,392.161,3,31/12/2002
India,United Kingdom,2003,349.801,8,31/12/2003
India,United Kingdom,2004,80.281,5,31/12/2004
India,United Kingdom,2005,105.806,8,31/12/2005
India,United Kingdom,2006,143.81,5,31/12/2006
India,United Kingdom,2007,12764.82,4,31/12/2007
India,United Kingdom,2008,1133.852,11,31/12/2008
India,United Kingdom,2009,398.014,3,31/12/2009
India,United Kingdom,2010,726.976,3,31/12/2010
India,United Kingdom,2011,777.82,4,31/12/2011
India,United Kingdom,2012,72.879,4,31/12/2012
India,United Kingdom,2013,15.338,3,31/12/2013
India,United Kingdom,2014,678.817,6,31/12/2014
Indonesia,United Kingdom,1993,2.055,1,31/12/1993
Indonesia,United Kingdom,1996,72,1,31/12/1996
Indonesia,United Kingdom,1997,10,1,31/12/1997
Indonesia,United Kingdom,1999,26.212,2,31/12/1999
Indonesia,United Kingdom,2000,74.216,2,31/12/2000
Indonesia,United Kingdom,2001,107,1,31/12/2001
Indonesia,United Kingdom,2002,3.493,2,31/12/2002
Indonesia,United Kingdom,2003,12.471,1,31/12/2003
Indonesia,United Kingdom,2004,25,2,31/12/2004
Indonesia,United Kingdom,2005,236.5,1,31/12/2005
Indonesia,United Kingdom,2007,6.497,2,31/12/2007
Indonesia,United Kingdom,2008,677.725,8,31/12/2008
Indonesia,United Kingdom,2009,575.136,3,31/12/2009
Indonesia,United Kingdom,2010,819.154,2,31/12/2010
Indonesia,United Kingdom,2011,9.382,2,31/12/2011
Indonesia,United Kingdom,2012,22.3,2,31/12/2012
Indonesia,United Kingdom,2013,0.502,3,31/12/2013
Indonesia,United Kingdom,2014,12.522,1,31/12/2014
Iraq,United Kingdom,2011,486.75,2,31/12/2011
Iraq,United Kingdom,2012,156,1,31/12/2012
Israel,United Kingdom,1989,3.5,1,31/12/1989
Israel,United Kingdom,1991,14.957,1,31/12/1991
Israel,United Kingdom,1998,275,1,31/12/1998
Israel,United Kingdom,1999,108.261,5,31/12/1999
Israel,United Kingdom,2000,51.503,1,31/12/2000
Israel,United Kingdom,2001,22.25,1,31/12/2001
Israel,United Kingdom,2003,98.706,3,31/12/2003
Israel,United Kingdom,2004,5.1,2,31/12/2004
Israel,United Kingdom,2005,25,2,31/12/2005
Israel,United Kingdom,2006,42.127,2,31/12/2006
Israel,United Kingdom,2008,59.341,2,31/12/2008
Israel,United Kingdom,2011,16.576,2,31/12/2011
Israel,United Kingdom,2013,40.851,1,31/12/2013
Israel,United Kingdom,2014,45.172,2,31/12/2014
Italy,United Kingdom,1985,15.717,1,31/12/1985
Italy,United Kingdom,1987,127.707,3,31/12/1987
Italy,United Kingdom,1988,537.507,17,31/12/1988
Italy,United Kingdom,1989,338.095,16,31/12/1989
Italy,United Kingdom,1990,352.633,7,31/12/1990
Italy,United Kingdom,1991,37.1,4,31/12/1991
Italy,United Kingdom,1992,381.798,9,31/12/1992
Italy,United Kingdom,1993,207.544,9,31/12/1993
Italy,United Kingdom,1994,135.909,6,31/12/1994
Italy,United Kingdom,1995,90.036,9,31/12/1995
Italy,United Kingdom,1996,326.018,14,31/12/1996
Italy,United Kingdom,1997,232.506,10,31/12/1997
Italy,United Kingdom,1998,819.992,17,31/12/1998
Italy,United Kingdom,1999,324.108,14,31/12/1999
Italy,United Kingdom,2000,101.393,13,31/12/2000
Italy,United Kingdom,2001,489.447,10,31/12/2001
Italy,United Kingdom,2002,1342.133,9,31/12/2002
Italy,United Kingdom,2003,528.668,11,31/12/2003
Italy,United Kingdom,2004,776.337,9,31/12/2004
Italy,United Kingdom,2005,807.343,20,31/12/2005
Italy,United Kingdom,2006,223.157,12,31/12/2006
Italy,United Kingdom,2007,1940.294,10,31/12/2007
Italy,United Kingdom,2008,806.033,14,31/12/2008
Italy,United Kingdom,2009,284.076,3,31/12/2009
Italy,United Kingdom,2010,1077.48,5,31/12/2010
Italy,United Kingdom,2011,608.264,5,31/12/2011
Italy,United Kingdom,2012,248.275,4,31/12/2012
Italy,United Kingdom,2013,2.98,2,31/12/2013
Italy,United Kingdom,2014,4977.321,8,31/12/2014
Jamaica,United Kingdom,2007,13.807,1,31/12/2007
Japan,United Kingdom,1985,1435.202,1,31/12/1985
Japan,United Kingdom,1989,110.198,1,31/12/1989
Japan,United Kingdom,1991,41.171,1,31/12/1991
Japan,United Kingdom,1993,26.118,2,31/12/1993
Japan,United Kingdom,1994,87.962,6,31/12/1994
Japan,United Kingdom,1995,5.471,1,31/12/1995
Japan,United Kingdom,1999,716.165,2,31/12/1999
Japan,United Kingdom,2000,203.693,5,31/12/2000
Japan,United Kingdom,2001,248.071,6,31/12/2001
Japan,United Kingdom,2002,117.933,3,31/12/2002
Japan,United Kingdom,2004,1815.979,3,31/12/2004
Japan,United Kingdom,2005,35.056,1,31/12/2005
Japan,United Kingdom,2006,14.983,1,31/12/2006
Japan,United Kingdom,2007,349.252,2,31/12/2007
Japan,United Kingdom,2008,231.198,2,31/12/2008
Japan,United Kingdom,2010,1.962,1,31/12/2010
Japan,United Kingdom,2013,5.516,1,31/12/2013
Japan,United Kingdom,2014,249.21,3,31/12/2014
Kazakhstan,United Kingdom,1996,0.796,1,31/12/1996
Kazakhstan,United Kingdom,2000,0.179,1,31/12/2000
Kazakhstan,United Kingdom,2001,1.8,1,31/12/2001
Kazakhstan,United Kingdom,2002,0.2,1,31/12/2002
Kazakhstan,United Kingdom,2003,90,1,31/12/2003
Kazakhstan,United Kingdom,2004,13.6,3,31/12/2004
Kazakhstan,United Kingdom,2005,3.5,1,31/12/2005
Kazakhstan,United Kingdom,2006,0.984,1,31/12/2006
Kazakhstan,United Kingdom,2007,30.819,2,31/12/2007
Kazakhstan,United Kingdom,2008,1481,1,31/12/2008
Kazakhstan,United Kingdom,2009,650,1,31/12/2009
Kazakhstan,United Kingdom,2010,52,1,31/12/2010
Kazakhstan,United Kingdom,2011,5,1,31/12/2011
Kazakhstan,United Kingdom,2014,260,1,31/12/2014
Kenya,United Kingdom,1989,14.819,1,31/12/1989
Kenya,United Kingdom,2000,3.3,1,31/12/2000
Kenya,United Kingdom,2004,14.938,1,31/12/2004
Kenya,United Kingdom,2005,2.575,1,31/12/2005
Kenya,United Kingdom,2007,3.056,1,31/12/2007
Kenya,United Kingdom,2009,0.725,1,31/12/2009
Kenya,United Kingdom,2011,17.701,1,31/12/2011
Kenya,United Kingdom,2013,0.52,1,31/12/2013
Kenya,United Kingdom,2014,6.207,1,31/12/2014
Kuwait,United Kingdom,1993,5.821,1,31/12/1993
Kyrgyzstan,United Kingdom,2001,90,1,31/12/2001
Kyrgyzstan,United Kingdom,2005,6.907,2,31/12/2005
Latvia,United Kingdom,1997,4.242,1,31/12/1997
Latvia,United Kingdom,2007,119.119,1,31/12/2007
Latvia,United Kingdom,2014,138.207,1,31/12/2014
Lebanon,United Kingdom,2009,23.2,1,31/12/2009
Lesotho,United Kingdom,2014,0.8,1,31/12/2014
Liberia,United Kingdom,2006,31.043,1,31/12/2006
Libya,United Kingdom,2006,0.51,1,31/12/2006
Libya,United Kingdom,2011,19.5,1,31/12/2011
Liechtenstein,United Kingdom,1996,12.129,1,31/12/1996
Liechtenstein,United Kingdom,1998,9.071,1,31/12/1998
Lithuania,United Kingdom,1999,16.5,1,31/12/1999
Lithuania,United Kingdom,2006,41.129,1,31/12/2006
Lithuania,United Kingdom,2007,25.616,1,31/12/2007
Lithuania,United Kingdom,2011,6.392,1,31/12/2011
Luxembourg,United Kingdom,1987,11.342,1,31/12/1987
Luxembourg,United Kingdom,1988,5.335,1,31/12/1988
Luxembourg,United Kingdom,1991,56.619,3,31/12/1991
Luxembourg,United Kingdom,1997,508.732,1,31/12/1997
Luxembourg,United Kingdom,1998,8,1,31/12/1998
Luxembourg,United Kingdom,1999,709.473,2,31/12/1999
Luxembourg,United Kingdom,2000,4.43,1,31/12/2000
Luxembourg,United Kingdom,2002,85.342,1,31/12/2002
Luxembourg,United Kingdom,2004,563.741,1,31/12/2004
Luxembourg,United Kingdom,2006,10.029,1,31/12/2006
Luxembourg,United Kingdom,2007,17.812,1,31/12/2007
Luxembourg,United Kingdom,2008,13.2,1,31/12/2008
Luxembourg,United Kingdom,2010,2136.285,3,31/12/2010
Luxembourg,United Kingdom,2011,5200.001,1,31/12/2011
Madagascar,United Kingdom,2006,7.259,2,31/12/2006
Madagascar,United Kingdom,2012,40.527,1,31/12/2012
Malawi,United Kingdom,2014,50.841,1,31/12/2014
Malaysia,United Kingdom,1988,20.28,1,31/12/1988
Malaysia,United Kingdom,1990,5.451,1,31/12/1990
Malaysia,United Kingdom,1991,10.256,2,31/12/1991
Malaysia,United Kingdom,1992,10.613,1,31/12/1992
Malaysia,United Kingdom,1993,650.035,5,31/12/1993
Malaysia,United Kingdom,1995,48.712,2,31/12/1995
Malaysia,United Kingdom,1996,1.4,1,31/12/1996
Malaysia,United Kingdom,1997,4.53,2,31/12/1997
Malaysia,United Kingdom,1998,233.266,2,31/12/1998
Malaysia,United Kingdom,1999,500.739,6,31/12/1999
Malaysia,United Kingdom,2000,184.842,6,31/12/2000
Malaysia,United Kingdom,2001,381.31,2,31/12/2001
Malaysia,United Kingdom,2002,17.621,1,31/12/2002
Malaysia,United Kingdom,2003,54.659,2,31/12/2003
Malaysia,United Kingdom,2004,0.895,1,31/12/2004
Malaysia,United Kingdom,2005,0.105,1,31/12/2005
Malaysia,United Kingdom,2006,49.794,3,31/12/2006
Malaysia,United Kingdom,2007,25,1,31/12/2007
Malaysia,United Kingdom,2008,101.123,2,31/12/2008
Malaysia,United Kingdom,2010,401.907,2,31/12/2010
Malaysia,United Kingdom,2011,39.19,2,31/12/2011
Malaysia,United Kingdom,2013,7.71,2,31/12/2013
Malaysia,United Kingdom,2014,240.447,5,31/12/2014
Mali,United Kingdom,2000,132,1,31/12/2000
Mali,United Kingdom,2014,19.364,2,31/12/2014
Malta,United Kingdom,2013,10,1,31/12/2013
Mauritania,United Kingdom,2002,6.45,1,31/12/2002
Mauritania,United Kingdom,2004,137.1,1,31/12/2004
Mauritius,United Kingdom,1998,0.925,1,31/12/1998
Mauritius,United Kingdom,2006,28.512,1,31/12/2006
Mauritius,United Kingdom,2007,19.368,1,31/12/2007
Mauritius,United Kingdom,2008,10.985,1,31/12/2008
Mexico,United Kingdom,1990,188.328,3,31/12/1990
Mexico,United Kingdom,1992,325.038,1,31/12/1992
Mexico,United Kingdom,1995,4.46,2,31/12/1995
Mexico,United Kingdom,1997,1737.749,3,31/12/1997
Mexico,United Kingdom,1998,45.667,3,31/12/1998
Mexico,United Kingdom,2001,69,2,31/12/2001
Mexico,United Kingdom,2002,4.8,2,31/12/2002
Mexico,United Kingdom,2003,260.3,4,31/12/2003
Mexico,United Kingdom,2004,281.418,4,31/12/2004
Mexico,United Kingdom,2005,1.149,2,31/12/2005
Mexico,United Kingdom,2006,6.5,2,31/12/2006
Mexico,United Kingdom,2007,34,2,31/12/2007
Mexico,United Kingdom,2008,7.993,2,31/12/2008
Mexico,United Kingdom,2009,1.951,1,31/12/2009
Mexico,United Kingdom,2010,15.455,1,31/12/2010
Mexico,United Kingdom,2012,5.696,2,31/12/2012
Mexico,United Kingdom,2013,499.12,4,31/12/2013
Monaco,United Kingdom,1988,669.28,1,31/12/1988
Monaco,United Kingdom,1997,2.1,1,31/12/1997
Monaco,United Kingdom,1999,2.673,1,31/12/1999
Monaco,United Kingdom,2000,400,1,31/12/2000
Monaco,United Kingdom,2001,5.351,1,31/12/2001
Monaco,United Kingdom,2002,8.027,1,31/12/2002
Monaco,United Kingdom,2004,197.899,1,31/12/2004
Monaco,United Kingdom,2008,23.137,1,31/12/2008
Morocco,United Kingdom,2002,0.704,1,31/12/2002
Morocco,United Kingdom,2011,111.2,1,31/12/2011
Morocco,United Kingdom,2012,92.847,3,31/12/2012
Mozambique,United Kingdom,2006,4.922,2,31/12/2006
Mozambique,United Kingdom,2007,2.34,1,31/12/2007
Mozambique,United Kingdom,2009,0.409,1,31/12/2009
Mozambique,United Kingdom,2010,0,1,31/12/2010
Mozambique,United Kingdom,2011,10.3,2,31/12/2011
Mozambique,United Kingdom,2012,555,1,31/12/2012
Mozambique,United Kingdom,2013,1.869,1,31/12/2013
Namibia,United Kingdom,2001,7.56,1,31/12/2001
Namibia,United Kingdom,2002,19.768,1,31/12/2002
Namibia,United Kingdom,2006,29.971,1,31/12/2006
Namibia,United Kingdom,2007,0.027,1,31/12/2007
Namibia,United Kingdom,2010,698.773,2,31/12/2010
Namibia,United Kingdom,2011,4.822,1,31/12/2011
Netherlands,United Kingdom,1987,83.266,4,31/12/1987
Netherlands,United Kingdom,1988,545.31,33,31/12/1988
Netherlands,United Kingdom,1989,1088.933,36,31/12/1989
Netherlands,United Kingdom,1990,664.163,25,31/12/1990
Netherlands,United Kingdom,1991,104.793,9,31/12/1991
Netherlands,United Kingdom,1992,5048.87,13,31/12/1992
Netherlands,United Kingdom,1993,107.312,13,31/12/1993
Netherlands,United Kingdom,1994,428.435,24,31/12/1994
Netherlands,United Kingdom,1995,277.861,13,31/12/1995
Netherlands,United Kingdom,1996,1290.061,29,31/12/1996
Netherlands,United Kingdom,1997,17431.08,34,31/12/1997
Netherlands,United Kingdom,1998,4620.592,25,31/12/1998
Netherlands,United Kingdom,1999,11825.3,23,31/12/1999
Netherlands,United Kingdom,2000,1157.747,30,31/12/2000
Netherlands,United Kingdom,2001,204.637,9,31/12/2001
Netherlands,United Kingdom,2002,1208.756,13,31/12/2002
Netherlands,United Kingdom,2003,582.497,12,31/12/2003
Netherlands,United Kingdom,2004,645.496,10,31/12/2004
Netherlands,United Kingdom,2005,277.624,9,31/12/2005
Netherlands,United Kingdom,2006,769.684,10,31/12/2006
Netherlands,United Kingdom,2007,1511.087,11,31/12/2007
Netherlands,United Kingdom,2008,1180.985,13,31/12/2008
